A monkey liked a dog that burned a plant .	monkey ( x _ 1 ) AND like . agent ( x _ 2 , x _ 1 ) AND like . theme ( x _ 2 , x _ 4 ) AND dog ( x _ 4 ) AND dog . nmod ( x _ 4 , x _ 6 ) AND burn . agent ( x _ 6 , x _ 4 ) AND burn . theme ( x _ 6 , x _ 8 ) AND plant ( x _ 8 )	like ( agent = monkey , theme = dog ( nmod = burn ( agent = dog , theme = plant ) ) )	
David stabbed the melon that was rolled .	* melon ( x _ 3 ) ; stab . agent ( x _ 1 , David ) AND stab . theme ( x _ 1 , x _ 3 ) AND melon . nmod ( x _ 3 , x _ 6 ) AND roll . theme ( x _ 6 , x _ 3 )	stab ( agent = David , theme = * melon ( nmod = roll ( theme = * melon ) ) )	
A boy burned Emma that Olivia found .	boy ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , Emma ) AND Emma . nmod ( x _ 3 , x _ 6 ) AND find . agent ( x _ 6 , Olivia ) AND find . theme ( x _ 6 , Emma )	burn ( agent = boy , theme = Emma ( nmod = find ( agent = Olivia , theme = Emma ) ) )	
The queen lended the seed that Liam found to the girl .	* queen ( x _ 1 ) ; * seed ( x _ 4 ) ; * girl ( x _ 10 ) ; lend . agent ( x _ 2 , x _ 1 ) AND lend . theme ( x _ 2 , x _ 4 ) AND lend . recipient ( x _ 2 , x _ 10 ) AND seed . nmod ( x _ 4 , x _ 7 ) AND find . agent ( x _ 7 , Liam ) AND find . theme ( x _ 7 , x _ 4 )	lend ( agent = * queen , theme = * seed ( nmod = find ( agent = Liam , theme = * seed ) ) , recipient = * girl )	
A girl cleaned a cake that Emma rolled .	girl ( x _ 1 ) AND clean . agent ( x _ 2 , x _ 1 ) AND clean . theme ( x _ 2 , x _ 4 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND roll . agent ( x _ 7 , Emma ) AND roll . theme ( x _ 7 , x _ 4 )	clean ( agent = girl , theme = cake ( nmod = roll ( agent = Emma , theme = cake ) ) )	
A cat split the girl that Emily liked .	* girl ( x _ 4 ) ; cat ( x _ 1 ) AND split . agent ( x _ 2 , x _ 1 ) AND split . theme ( x _ 2 , x _ 4 ) AND girl . nmod ( x _ 4 , x _ 7 ) AND like . agent ( x _ 7 , Emily ) AND like . theme ( x _ 7 , x _ 4 )	split ( agent = cat , theme = * girl ( nmod = like ( agent = Emily , theme = * girl ) ) )	
A girl gave a balloon that Ethan floated to a boy .	girl ( x _ 1 ) AND give . agent ( x _ 2 , x _ 1 ) AND give . theme ( x _ 2 , x _ 4 ) AND give . recipient ( x _ 2 , x _ 10 ) AND balloon ( x _ 4 ) AND balloon . nmod ( x _ 4 , x _ 7 ) AND float . agent ( x _ 7 , Ethan ) AND float . theme ( x _ 7 , x _ 4 ) AND boy ( x _ 10 )	give ( agent = girl , theme = balloon ( nmod = float ( agent = Ethan , theme = balloon ) ) , recipient = boy )	
Elijah improved a professor that sold the cake to Emma .	* cake ( x _ 7 ) ; improve . agent ( x _ 1 , Elijah ) AND improve . theme ( x _ 1 , x _ 3 ) AND professor ( x _ 3 ) AND professor . nmod ( x _ 3 , x _ 5 ) AND sell . agent ( x _ 5 , x _ 3 ) AND sell . theme ( x _ 5 , x _ 7 ) AND sell . recipient ( x _ 5 , Emma )	improve ( agent = Elijah , theme = professor ( nmod = sell ( agent = professor , theme = * cake , recipient = Emma ) ) )	
A crocodile rolled the donut that was thrown by Asher .	* donut ( x _ 4 ) ; crocodile ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND donut . nmod ( x _ 4 , x _ 7 ) AND throw . theme ( x _ 7 , x _ 4 ) AND throw . agent ( x _ 7 , Asher )	roll ( agent = crocodile , theme = * donut ( nmod = throw ( theme = * donut , agent = Asher ) ) )	
A girl helped Noah that Emma drew .	girl ( x _ 1 ) AND help . agent ( x _ 2 , x _ 1 ) AND help . theme ( x _ 2 , Noah ) AND Noah . nmod ( x _ 3 , x _ 6 ) AND draw . agent ( x _ 6 , Emma ) AND draw . theme ( x _ 6 , Noah )	help ( agent = girl , theme = Noah ( nmod = draw ( agent = Emma , theme = Noah ) ) )	
The cat lended a giraffe a box that Noah loaned to the mouse .	* cat ( x _ 1 ) ; * mouse ( x _ 12 ) ; lend . agent ( x _ 2 , x _ 1 ) AND lend . recipient ( x _ 2 , x _ 4 ) AND lend . theme ( x _ 2 , x _ 6 ) AND giraffe ( x _ 4 ) AND box ( x _ 6 ) AND box . nmod ( x _ 6 , x _ 9 ) AND loan . agent ( x _ 9 , Noah ) AND loan . recipient ( x _ 9 , x _ 12 ) AND loan . theme ( x _ 9 , x _ 6 )	lend ( agent = * cat , recipient = giraffe , theme = box ( nmod = loan ( agent = Noah , recipient = * mouse , theme = box ) ) )	
Ethan rolled a girl that grew a box .	roll . agent ( x _ 1 , Ethan ) AND roll . theme ( x _ 1 , x _ 3 ) AND girl ( x _ 3 ) AND girl . nmod ( x _ 3 , x _ 5 ) AND grow . agent ( x _ 5 , x _ 3 ) AND grow . theme ( x _ 5 , x _ 7 ) AND box ( x _ 7 )	roll ( agent = Ethan , theme = girl ( nmod = grow ( agent = girl , theme = box ) ) )	
Claire drew a sandwich that was liked by the girl .	* girl ( x _ 9 ) ; draw . agent ( x _ 1 , Claire ) AND draw . theme ( x _ 1 , x _ 3 ) AND sandwich ( x _ 3 ) AND sandwich . nmod ( x _ 3 , x _ 6 ) AND like . theme ( x _ 6 , x _ 3 ) AND like . agent ( x _ 6 , x _ 9 )	draw ( agent = Claire , theme = sandwich ( nmod = like ( theme = sandwich , agent = * girl ) ) )	
A boy rolled a clock that Emma lended Elijah .	boy ( x _ 1 ) AND roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND clock ( x _ 4 ) AND clock . nmod ( x _ 4 , x _ 7 ) AND lend . agent ( x _ 7 , Emma ) AND lend . recipient ( x _ 7 , Elijah ) AND lend . theme ( x _ 7 , x _ 4 )	roll ( agent = boy , theme = clock ( nmod = lend ( agent = Emma , recipient = Elijah , theme = clock ) ) )	
A monster offered Harper a donut that Emma ate .	monster ( x _ 1 ) AND offer . agent ( x _ 2 , x _ 1 ) AND offer . recipient ( x _ 2 , Harper ) AND offer . theme ( x _ 2 , x _ 5 ) AND donut ( x _ 5 ) AND donut . nmod ( x _ 5 , x _ 8 ) AND eat . agent ( x _ 8 , Emma ) AND eat . theme ( x _ 8 , x _ 5 )	offer ( agent = monster , recipient = Harper , theme = donut ( nmod = eat ( agent = Emma , theme = donut ) ) )	
The boy handed a cake that was given to Liam by Sophia to the lion .	* boy ( x _ 1 ) ; * lion ( x _ 14 ) ; hand . agent ( x _ 2 , x _ 1 ) AND hand . theme ( x _ 2 , x _ 4 ) AND hand . recipient ( x _ 2 , x _ 14 ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND give . theme ( x _ 7 , x _ 4 ) AND give . recipient ( x _ 7 , Liam ) AND give . agent ( x _ 7 , Sophia )	hand ( agent = * boy , theme = cake ( nmod = give ( theme = cake , recipient = Liam , agent = Sophia ) ) , recipient = * lion )	
The girl rolled the cake that was offered to Olivia .	* girl ( x _ 1 ) ; * cake ( x _ 4 ) ; roll . agent ( x _ 2 , x _ 1 ) AND roll . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND offer . theme ( x _ 7 , x _ 4 ) AND offer . recipient ( x _ 7 , Olivia )	roll ( agent = * girl , theme = * cake ( nmod = offer ( theme = * cake , recipient = Olivia ) ) )	
Olivia changed a giraffe that painted a monkey .	change . agent ( x _ 1 , Olivia ) AND change . theme ( x _ 1 , x _ 3 ) AND giraffe ( x _ 3 ) AND giraffe . nmod ( x _ 3 , x _ 5 ) AND paint . agent ( x _ 5 , x _ 3 ) AND paint . theme ( x _ 5 , x _ 7 ) AND monkey ( x _ 7 )	change ( agent = Olivia , theme = giraffe ( nmod = paint ( agent = giraffe , theme = monkey ) ) )	
The frog painted a girl that wanted to read .	* frog ( x _ 1 ) ; paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND girl ( x _ 4 ) AND girl . nmod ( x _ 4 , x _ 6 ) AND want . agent ( x _ 6 , x _ 4 ) AND want . xcomp ( x _ 6 , x _ 8 ) AND read . agent ( x _ 8 , x _ 4 )	paint ( agent = * frog , theme = girl ( nmod = want ( agent = girl , xcomp = read ( agent = girl ) ) ) )	
Aurora proved that a dog ate the cake that was missed .	* cake ( x _ 7 ) ; prove . agent ( x _ 1 , Aurora ) AND prove . ccomp ( x _ 1 , x _ 5 ) AND dog ( x _ 4 ) AND eat . agent ( x _ 5 , x _ 4 ) AND eat . theme ( x _ 5 , x _ 7 ) AND cake . nmod ( x _ 7 , x _ 10 ) AND miss . theme ( x _ 10 , x _ 7 )	prove ( agent = Aurora , ccomp = eat ( agent = dog , theme = * cake ( nmod = miss ( theme = * cake ) ) ) )	
Liam missed a cookie that Emma liked .	miss . agent ( x _ 1 , Liam ) AND miss . theme ( x _ 1 , x _ 3 ) AND cookie ( x _ 3 ) AND cookie . nmod ( x _ 3 , x _ 6 ) AND like . agent ( x _ 6 , Emma ) AND like . theme ( x _ 6 , x _ 3 )	miss ( agent = Liam , theme = cookie ( nmod = like ( agent = Emma , theme = cookie ) ) )	
A dog ate the duck that shortened .	* duck ( x _ 4 ) ; dog ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND duck . nmod ( x _ 4 , x _ 6 ) AND shorten . theme ( x _ 6 , x _ 4 )	eat ( agent = dog , theme = * duck ( nmod = shorten ( theme = * duck ) ) )	
Emma gave a cake that a girl dusted to a baby .	give . agent ( x _ 1 , Emma ) AND give . theme ( x _ 1 , x _ 3 ) AND give . recipient ( x _ 1 , x _ 10 ) AND cake ( x _ 3 ) AND cake . nmod ( x _ 3 , x _ 7 ) AND girl ( x _ 6 ) AND dust . agent ( x _ 7 , x _ 6 ) AND dust . theme ( x _ 7 , x _ 3 ) AND baby ( x _ 10 )	give ( agent = Emma , theme = cake ( nmod = dust ( agent = girl , theme = cake ) ) , recipient = baby )	
Jayden helped the spoon that was lended to a girl by a horse .	* spoon ( x _ 3 ) ; help . agent ( x _ 1 , Jayden ) AND help . theme ( x _ 1 , x _ 3 ) AND spoon . nmod ( x _ 3 , x _ 6 ) AND lend . theme ( x _ 6 , x _ 3 ) AND lend . recipient ( x _ 6 , x _ 9 ) AND lend . agent ( x _ 6 , x _ 12 ) AND girl ( x _ 9 ) AND horse ( x _ 12 )	help ( agent = Jayden , theme = * spoon ( nmod = lend ( theme = * spoon , recipient = girl , agent = horse ) ) )	
Liam shortened a donut that rolled .	shorten . agent ( x _ 1 , Liam ) AND shorten . theme ( x _ 1 , x _ 3 ) AND donut ( x _ 3 ) AND donut . nmod ( x _ 3 , x _ 5 ) AND roll . theme ( x _ 5 , x _ 3 )	shorten ( agent = Liam , theme = donut ( nmod = roll ( theme = donut ) ) )	
Olivia offered the girl the cake that improved .	* girl ( x _ 3 ) ; * cake ( x _ 5 ) ; offer . agent ( x _ 1 , Olivia ) AND offer . recipient ( x _ 1 , x _ 3 ) AND offer . theme ( x _ 1 , x _ 5 ) AND cake . nmod ( x _ 5 , x _ 7 ) AND improve . theme ( x _ 7 , x _ 5 )	offer ( agent = Olivia , recipient = * girl , theme = * cake ( nmod = improve ( theme = * cake ) ) )	
A dog observed the child that rolled the ball .	* child ( x _ 4 ) ; * ball ( x _ 8 ) ; dog ( x _ 1 ) AND observe . agent ( x _ 2 , x _ 1 ) AND observe . theme ( x _ 2 , x _ 4 ) AND child . nmod ( x _ 4 , x _ 6 ) AND roll . agent ( x _ 6 , x _ 4 ) AND roll . theme ( x _ 6 , x _ 8 )	observe ( agent = dog , theme = * child ( nmod = roll ( agent = * child , theme = * ball ) ) )	
A human ate the cake that was eaten .	* cake ( x _ 4 ) ; human ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND eat . theme ( x _ 2 , x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND eat . agent ( x _ 7 , x _ 1 ) AND eat . theme ( x _ 7 , x _ 4 ) AND eat . theme ( x _ 7 , x _ 4 )	eat ( agent = human , theme = * cake ( nmod = eat ( theme = * cake ) ) )	
A frog found Ava that Theodore ate .	frog ( x _ 1 ) AND find . agent ( x _ 2 , x _ 1 ) AND find . theme ( x _ 2 , Ava ) AND Ava . nmod ( x _ 3 , x _ 6 ) AND eat . agent ( x _ 6 , Theodore ) AND eat . theme ( x _ 6 , Ava )	find ( agent = frog , theme = Ava ( nmod = eat ( agent = Theodore , theme = Ava ) ) )	
Noah slid the boy that sent the cake to the baby .	* boy ( x _ 3 ) ; * cake ( x _ 7 ) ; * baby ( x _ 10 ) ; slide . agent ( x _ 1 , Noah ) AND slide . theme ( x _ 1 , x _ 3 ) AND boy . nmod ( x _ 3 , x _ 5 ) AND send . agent ( x _ 5 , x _ 3 ) AND send . theme ( x _ 5 , x _ 7 ) AND send . recipient ( x _ 5 , x _ 10 )	slide ( agent = Noah , theme = * boy ( nmod = send ( agent = * boy , theme = * cake , recipient = * baby ) ) )	
The girl drew a melon that Julian helped .	* girl ( x _ 1 ) ; draw . agent ( x _ 2 , x _ 1 ) AND draw . theme ( x _ 2 , x _ 4 ) AND melon ( x _ 4 ) AND melon . nmod ( x _ 4 , x _ 7 ) AND help . agent ( x _ 7 , Julian ) AND help . theme ( x _ 7 , x _ 4 )	draw ( agent = * girl , theme = melon ( nmod = help ( agent = Julian , theme = melon ) ) )	
The boy gave a game that was offered to Emma by the fly to the dog .	* boy ( x _ 1 ) ; * fly ( x _ 12 ) ; * dog ( x _ 15 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . theme ( x _ 2 , x _ 4 ) AND give . recipient ( x _ 2 , x _ 15 ) AND game ( x _ 4 ) AND game . nmod ( x _ 4 , x _ 7 ) AND offer . theme ( x _ 7 , x _ 4 ) AND offer . recipient ( x _ 7 , Emma ) AND offer . agent ( x _ 7 , x _ 12 )	give ( agent = * boy , theme = game ( nmod = offer ( theme = game , recipient = Emma , agent = * fly ) ) , recipient = * dog )	
A manager sold the cake that was respected to Olivia .	* cake ( x _ 4 ) ; manager ( x _ 1 ) AND sell . agent ( x _ 2 , x _ 1 ) AND sell . theme ( x _ 2 , x _ 4 ) AND sell . recipient ( x _ 2 , Olivia ) AND cake . nmod ( x _ 4 , x _ 7 ) AND respect . theme ( x _ 7 , x _ 4 )	sell ( agent = manager , theme = * cake ( nmod = respect ( theme = * cake ) ) , recipient = Olivia )	
The girl gave a cake that Mason ate to Emma .	* girl ( x _ 1 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . theme ( x _ 2 , x _ 4 ) AND give . recipient ( x _ 2 , Emma ) AND cake ( x _ 4 ) AND cake . nmod ( x _ 4 , x _ 7 ) AND eat . agent ( x _ 7 , Mason ) AND eat . theme ( x _ 7 , x _ 4 )	give ( agent = * girl , theme = cake ( nmod = eat ( agent = Mason , theme = cake ) ) , recipient = Emma )	
The girl gave Liam the pizza that was loved .	* girl ( x _ 1 ) ; * pizza ( x _ 5 ) ; give . agent ( x _ 2 , x _ 1 ) AND give . recipient ( x _ 2 , Liam ) AND give . theme ( x _ 2 , x _ 5 ) AND pizza . nmod ( x _ 5 , x _ 8 ) AND love . theme ( x _ 8 , x _ 5 )	give ( agent = * girl , recipient = Liam , theme = * pizza ( nmod = love ( theme = * pizza ) ) )	
Liam gave Emma a box that was liked by Mia .	give . agent ( x _ 1 , Liam ) AND give . recipient ( x _ 1 , Emma ) AND give . theme ( x _ 1 , x _ 4 ) AND box ( x _ 4 ) AND box . nmod ( x _ 4 , x _ 7 ) AND like . theme ( x _ 7 , x _ 4 ) AND like . agent ( x _ 7 , Mia )	give ( agent = Liam , recipient = Emma , theme = box ( nmod = like ( theme = box , agent = Mia ) ) )	
Elijah painted a boy that smirked .	paint . agent ( x _ 1 , Elijah ) AND paint . theme ( x _ 1 , x _ 3 ) AND boy ( x _ 3 ) AND boy . nmod ( x _ 3 , x _ 5 ) AND smirk . agent ( x _ 5 , x _ 3 )	paint ( agent = Elijah , theme = boy ( nmod = smirk ( agent = boy ) ) )	
Liam burned Emma that the boy rolled .	* boy ( x _ 5 ) ; burn . agent ( x _ 1 , Liam ) AND burn . theme ( x _ 1 , Emma ) AND Emma . nmod ( x _ 2 , x _ 6 ) AND roll . agent ( x _ 6 , x _ 5 ) AND roll . theme ( x _ 6 , Emma )	burn ( agent = Liam , theme = Emma ( nmod = roll ( agent = * boy , theme = Emma ) ) )	
Liam offered the cat the biscuit that Amelia loaned to Noah .	* cat ( x _ 3 ) ; * biscuit ( x _ 5 ) ; offer . agent ( x _ 1 , Liam ) AND offer . recipient ( x _ 1 , x _ 3 ) AND offer . theme ( x _ 1 , x _ 5 ) AND biscuit . nmod ( x _ 5 , x _ 8 ) AND loan . agent ( x _ 8 , Amelia ) AND loan . recipient ( x _ 8 , Noah ) AND loan . theme ( x _ 8 , x _ 5 )	offer ( agent = Liam , recipient = * cat , theme = * biscuit ( nmod = loan ( agent = Amelia , recipient = Noah , theme = * biscuit ) ) )	
A monkey painted a hamburger that was mailed to Oliver by the boy .	* boy ( x _ 12 ) ; monkey ( x _ 1 ) AND paint . agent ( x _ 2 , x _ 1 ) AND paint . theme ( x _ 2 , x _ 4 ) AND hamburger ( x _ 4 ) AND hamburger . nmod ( x _ 4 , x _ 7 ) AND mail . theme ( x _ 7 , x _ 4 ) AND mail . recipient ( x _ 7 , Oliver ) AND mail . agent ( x _ 7 , x _ 12 )	paint ( agent = monkey , theme = hamburger ( nmod = mail ( theme = hamburger , recipient = Oliver , agent = * boy ) ) )	
A cat found the girl that lended Liam the ring .	* girl ( x _ 4 ) ; * ring ( x _ 9 ) ; cat ( x _ 1 ) AND find . agent ( x _ 2 , x _ 1 ) AND find . theme ( x _ 2 , x _ 4 ) AND girl . nmod ( x _ 4 , x _ 6 ) AND lend . agent ( x _ 6 , x _ 4 ) AND lend . recipient ( x _ 6 , Liam ) AND lend . theme ( x _ 6 , x _ 9 )	find ( agent = cat , theme = * girl ( nmod = lend ( agent = * girl , recipient = Liam , theme = * ring ) ) )	
Andrew hunted the cake that was nursed by a boy .	* cake ( x _ 3 ) ; hunt . agent ( x _ 1 , Andrew ) AND hunt . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND nurse . theme ( x _ 6 , x _ 3 ) AND nurse . agent ( x _ 6 , x _ 9 ) AND boy ( x _ 9 )	hunt ( agent = Andrew , theme = * cake ( nmod = nurse ( theme = * cake , agent = boy ) ) )	
Liam crumpled a cat that Ella liked .	crumple . agent ( x _ 1 , Liam ) AND crumple . theme ( x _ 1 , x _ 3 ) AND cat ( x _ 3 ) AND cat . nmod ( x _ 3 , x _ 6 ) AND like . agent ( x _ 6 , Ella ) AND like . theme ( x _ 6 , x _ 3 )	crumple ( agent = Liam , theme = cat ( nmod = like ( agent = Ella , theme = cat ) ) )	
A baby sold the box that reddened to Isaac .	* box ( x _ 4 ) ; baby ( x _ 1 ) AND sell . agent ( x _ 2 , x _ 1 ) AND sell . theme ( x _ 2 , x _ 4 ) AND sell . recipient ( x _ 2 , Isaac ) AND box . nmod ( x _ 4 , x _ 6 ) AND redden . theme ( x _ 6 , x _ 4 )	sell ( agent = baby , theme = * box ( nmod = redden ( theme = * box ) ) , recipient = Isaac )	
The baby noticed a girl that sent the teacher a cake .	* baby ( x _ 1 ) ; * teacher ( x _ 8 ) ; notice . agent ( x _ 2 , x _ 1 ) AND notice . theme ( x _ 2 , x _ 4 ) AND girl ( x _ 4 ) AND girl . nmod ( x _ 4 , x _ 6 ) AND send . agent ( x _ 6 , x _ 4 ) AND send . recipient ( x _ 6 , x _ 8 ) AND send . theme ( x _ 6 , x _ 10 ) AND cake ( x _ 10 )	notice ( agent = * baby , theme = girl ( nmod = send ( agent = girl , recipient = * teacher , theme = cake ) ) )	
The kitty burned the priest that rented Liam a cake .	* kitty ( x _ 1 ) ; * priest ( x _ 4 ) ; burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , x _ 4 ) AND priest . nmod ( x _ 4 , x _ 6 ) AND rent . agent ( x _ 6 , x _ 4 ) AND rent . recipient ( x _ 6 , Liam ) AND rent . theme ( x _ 6 , x _ 9 ) AND cake ( x _ 9 )	burn ( agent = * kitty , theme = * priest ( nmod = rent ( agent = * priest , recipient = Liam , theme = cake ) ) )	
The girl offered a strawberry that Emma gave the boy to Olivia .	* girl ( x _ 1 ) ; * boy ( x _ 9 ) ; offer . agent ( x _ 2 , x _ 1 ) AND offer . theme ( x _ 2 , x _ 4 ) AND offer . recipient ( x _ 2 , Olivia ) AND strawberry ( x _ 4 ) AND strawberry . nmod ( x _ 4 , x _ 7 ) AND give . agent ( x _ 7 , Emma ) AND give . recipient ( x _ 7 , x _ 9 ) AND give . theme ( x _ 7 , x _ 4 )	offer ( agent = * girl , theme = strawberry ( nmod = give ( agent = Emma , recipient = * boy , theme = strawberry ) ) , recipient = Olivia )	
Henry tolerated Natalie that Olivia juggled .	tolerate . agent ( x _ 1 , Henry ) AND tolerate . theme ( x _ 1 , Natalie ) AND Natalie . nmod ( x _ 2 , x _ 5 ) AND juggle . agent ( x _ 5 , Olivia ) AND juggle . theme ( x _ 5 , Natalie )	tolerate ( agent = Henry , theme = Natalie ( nmod = juggle ( agent = Olivia , theme = Natalie ) ) )	
The spokesman ate Liam that Emma painted .	* spokesman ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , Liam ) AND Liam . nmod ( x _ 3 , x _ 6 ) AND paint . agent ( x _ 6 , Emma ) AND paint . theme ( x _ 6 , Liam )	eat ( agent = * spokesman , theme = Liam ( nmod = paint ( agent = Emma , theme = Liam ) ) )	
William awarded a raisin that was lended to Emily by the cat to Olivia .	* cat ( x _ 11 ) ; award . agent ( x _ 1 , William ) AND award . theme ( x _ 1 , x _ 3 ) AND award . recipient ( x _ 1 , Olivia ) AND raisin ( x _ 3 ) AND raisin . nmod ( x _ 3 , x _ 6 ) AND lend . theme ( x _ 6 , x _ 3 ) AND lend . recipient ( x _ 6 , Emily ) AND lend . agent ( x _ 6 , x _ 11 )	award ( agent = William , theme = raisin ( nmod = lend ( theme = raisin , recipient = Emily , agent = * cat ) ) , recipient = Olivia )	
Olivia ate a donut that a teacher rolled .	eat . agent ( x _ 1 , Olivia ) AND eat . theme ( x _ 1 , x _ 3 ) AND donut ( x _ 3 ) AND donut . nmod ( x _ 3 , x _ 7 ) AND teacher ( x _ 6 ) AND roll . agent ( x _ 7 , x _ 6 ) AND roll . theme ( x _ 7 , x _ 3 )	eat ( agent = Olivia , theme = donut ( nmod = roll ( agent = teacher , theme = donut ) ) )	
Abigail rolled a scientist that ate .	roll . agent ( x _ 1 , Abigail ) AND roll . theme ( x _ 1 , x _ 3 ) AND scientist ( x _ 3 ) AND scientist . nmod ( x _ 3 , x _ 5 ) AND eat . agent ( x _ 5 , x _ 3 )	roll ( agent = Abigail , theme = scientist ( nmod = eat ( agent = scientist ) ) )	
Emma ate a boy that dusted a balloon .	eat . agent ( x _ 1 , Emma ) AND eat . theme ( x _ 1 , x _ 3 ) AND boy ( x _ 3 ) AND boy . nmod ( x _ 3 , x _ 5 ) AND dust . agent ( x _ 5 , x _ 3 ) AND dust . theme ( x _ 5 , x _ 7 ) AND balloon ( x _ 7 )	eat ( agent = Emma , theme = boy ( nmod = dust ( agent = boy , theme = balloon ) ) )	
A girl burned Emma that the boy held .	* boy ( x _ 6 ) ; girl ( x _ 1 ) AND burn . agent ( x _ 2 , x _ 1 ) AND burn . theme ( x _ 2 , Emma ) AND Emma . nmod ( x _ 3 , x _ 7 ) AND hold . agent ( x _ 7 , x _ 6 ) AND hold . theme ( x _ 7 , Emma )	burn ( agent = girl , theme = Emma ( nmod = hold ( agent = * boy , theme = Emma ) ) )	
Layla found the muffin that was frozen by the girl .	* muffin ( x _ 3 ) ; * girl ( x _ 9 ) ; find . agent ( x _ 1 , Layla ) AND find . theme ( x _ 1 , x _ 3 ) AND muffin . nmod ( x _ 3 , x _ 6 ) AND freeze . theme ( x _ 6 , x _ 3 ) AND freeze . agent ( x _ 6 , x _ 9 )	find ( agent = Layla , theme = * muffin ( nmod = freeze ( theme = * muffin , agent = * girl ) ) )	
A guest ate a present that the girl liked .	* girl ( x _ 7 ) ; guest ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 1 ) AND eat . theme ( x _ 2 , x _ 4 ) AND present ( x _ 4 ) AND present . nmod ( x _ 4 , x _ 8 ) AND like . agent ( x _ 8 , x _ 7 ) AND like . theme ( x _ 8 , x _ 4 )	eat ( agent = guest , theme = present ( nmod = like ( agent = * girl , theme = present ) ) )	
Emma ate the cake that a girl adored .	* cake ( x _ 3 ) ; eat . agent ( x _ 1 , Emma ) AND eat . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 7 ) AND girl ( x _ 6 ) AND adore . agent ( x _ 7 , x _ 6 ) AND adore . theme ( x _ 7 , x _ 3 )	eat ( agent = Emma , theme = * cake ( nmod = adore ( agent = girl , theme = * cake ) ) )	
Emma reddened the cake that was offered to Madison by the cat .	* cake ( x _ 3 ) ; * cat ( x _ 11 ) ; redden . agent ( x _ 1 , Emma ) AND redden . theme ( x _ 1 , x _ 3 ) AND cake . nmod ( x _ 3 , x _ 6 ) AND offer . theme ( x _ 6 , x _ 3 ) AND offer . recipient ( x _ 6 , Madison ) AND offer . agent ( x _ 6 , x _ 11 )	redden ( agent = Emma , theme = * cake ( nmod = offer ( theme = * cake , recipient = Madison , agent = * cat ) ) )	
The boy cleaned the girl that saw .	* boy ( x _ 1 ) ; * girl ( x _ 4 ) ; clean . agent ( x _ 2 , x _ 1 ) AND clean . theme ( x _ 2 , x _ 4 ) AND girl . nmod ( x _ 4 , x _ 6 ) AND see . agent ( x _ 6 , x _ 4 )	clean ( agent = * boy , theme = * girl ( nmod = see ( agent = * girl ) ) )	
